(0, 0) -> (0, 0) -> (1, 0) -> END
(1, 0) -> (1, 11) -> (0, 11) -> END
(1, 0) -> (1, 11) -> (0, 11) -> END
(1, 0) -> (1, 11) -> (0, 11) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 12) -> (0, 12) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 13) -> (0, 13) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 14) -> (0, 14) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 15) -> (0, 15) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 16) -> (0, 16) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
(1, 0) -> (1, 17) -> (0, 17) -> END
